group_number,group_id,longitude,latitude,time,particles,geometry,index_right,ID,GRIDCODE,Wetland,Shape_Area,Shape_Len,start_lat,start_lon
10620,106,-82.60156,43.63881,2023-07-04 06:00:00,4067,POINT (-82.6015625 43.63880920410156),4122,922744,18,Phragmites,365104.47377,4514.28048213,43.6371798025,-82.6019820515
10622,106,-82.59827,43.62706,2023-07-03 18:00:00,4069,POINT (-82.5982666015625 43.62705993652344),4141,932372,18,Phragmites,60570.4250007,1066.57750438,43.6272668599,-82.5985658799
10623,106,-82.65213,43.864685,2023-07-10 06:00:00,4070,POINT (-82.65213012695312 43.86468505859375),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
10624,106,-82.86636,44.044014,2023-07-13 18:00:00,4071,POINT (-82.86636352539062 44.04401397705078),1470,627618,18,Phragmites,13175321.9903,96448.3195328,44.0585287625,-82.8992577071
10625,106,-82.602264,43.646564,2023-07-04 00:00:00,4072,POINT (-82.60226440429688 43.64656448364258),4068,908429,18,Phragmites,15142.5804346,492.221126004,43.6466648906,-82.6024341658
10700,107,-82.5914,43.57323,2023-07-04 00:00:00,4073,POINT (-82.59140014648438 43.5732307434082),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10701,107,-82.59717,43.624386,2023-07-05 00:00:00,4074,POINT (-82.59716796875 43.624385833740234),4149,936755,18,Phragmites,398755.477836,4512.51881403,43.6241101544,-82.5976054687
10703,107,-82.52945,43.294632,2023-03-03 18:00:00,4076,POINT (-82.52944946289062 43.29463195800781),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
10704,107,-82.425964,43.01656,2023-05-06 06:00:00,4077,POINT (-82.42596435546875 43.01655960083008),4366,1470761,14,Aquatic Bed,15143.7723991,574.344188916,43.0166321639,-82.4259074339
10706,107,-82.597534,43.623657,2023-07-05 00:00:00,4079,POINT (-82.5975341796875 43.6236572265625),4149,936755,18,Phragmites,398755.477836,4512.51881403,43.6241101544,-82.5976054687
10707,107,-82.59903,43.613155,2023-07-04 18:00:00,4080,POINT (-82.59902954101562 43.613155364990234),4199,953078,18,Phragmites,417262.682407,5743.35663478,43.6128081128,-82.5993528893
10708,107,-82.52927,43.323936,2023-01-04 06:00:00,4081,POINT (-82.52926635742188 43.323936462402344),4305,1274393,18,Phragmites,33651.2711177,1231.14521994,43.3232337961,-82.5294741424
10710,107,-82.59766,43.595505,2023-07-04 06:00:00,4083,POINT (-82.59765625 43.59550476074219),4248,972591,18,Phragmites,143013.499017,2215.47665704,43.5948752796,-82.597783221
10711,107,-82.60126,43.637783,2023-07-04 18:00:00,4084,POINT (-82.60125732421875 43.63778305053711),4122,922744,18,Phragmites,365104.47377,4514.28048213,43.6371798025,-82.6019820515
10712,107,-82.52936,43.31784,2023-03-03 06:00:00,4085,POINT (-82.52935791015625 43.317840576171875),4306,1280717,18,Phragmites,48794.3453162,1066.90361459,43.3178030829,-82.5293971078
10713,107,-82.53,43.333687,2023-01-04 18:00:00,4086,POINT (-82.52999877929688 43.33368682861328),4304,1263755,18,Phragmites,70667.6635371,1641.58686233,43.3336371863,-82.5300667956
10714,107,-82.52939,43.31374,2023-01-04 12:00:00,4087,POINT (-82.52938842773438 43.31373977661133),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
10717,107,-82.60141,43.63877,2023-07-04 18:00:00,4090,POINT (-82.60140991210938 43.638771057128906),4122,922744,18,Phragmites,365104.47377,4514.28048213,43.6371798025,-82.6019820515
10718,107,-82.59085,43.57173,2023-07-04 06:00:00,4091,POINT (-82.59085083007812 43.57173156738281),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10721,107,-82.59146,43.57362,2023-07-04 00:00:00,4094,POINT (-82.59146118164062 43.5736198425293),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10722,107,-82.52945,43.323177,2023-01-04 18:00:00,4095,POINT (-82.52944946289062 43.323177337646484),4305,1274393,18,Phragmites,33651.2711177,1231.14521994,43.3232337961,-82.5294741424
10723,107,-82.52951,43.318264,2023-03-03 00:00:00,4096,POINT (-82.52951049804688 43.31826400756836),4306,1280717,18,Phragmites,48794.3453162,1066.90361459,43.3178030829,-82.5293971078
10724,107,-82.52933,43.314117,2023-01-04 06:00:00,4097,POINT (-82.52932739257812 43.314117431640625),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
10726,107,-82.533936,43.37071,2023-06-02 00:00:00,4099,POINT (-82.533935546875 43.37070846557617),4294,1217676,18,Phragmites,220415.370905,3528.56517401,43.3699700945,-82.5349241881
10727,107,-82.53403,43.370235,2023-08-06 00:00:00,4100,POINT (-82.53402709960938 43.370235443115234),4294,1217676,18,Phragmites,220415.370905,3528.56517401,43.3699700945,-82.5349241881
10728,107,-82.538086,43.40682,2023-06-02 06:00:00,4101,POINT (-82.5380859375 43.40681838989258),4287,1171076,14,Aquatic Bed,264161.528486,3610.7098204,43.408013273,-82.5390310895
10800,108,-82.59085,43.57225,2023-07-04 06:00:00,4102,POINT (-82.59085083007812 43.57225036621094),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10803,108,-82.61423,43.778217,2023-07-09 00:00:00,4105,POINT (-82.61422729492188 43.77821731567383),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
10804,108,-82.591064,43.57326,2023-07-04 06:00:00,4106,POINT (-82.591064453125 43.57326126098633),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10807,108,-82.52945,43.296185,2023-03-03 12:00:00,4109,POINT (-82.52944946289062 43.29618453979492),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
10808,108,-82.59183,43.575363,2023-07-04 00:00:00,4110,POINT (-82.59182739257812 43.57536315917969),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10809,108,-82.68594,43.911358,2023-07-13 06:00:00,4111,POINT (-82.68594360351562 43.91135787963867),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
10811,108,-82.82922,44.035408,2023-07-13 12:00:00,4113,POINT (-82.8292236328125 44.03540802001953),1500,633147,18,Phragmites,5780416.40177,40593.0529649,44.0358305874,-82.8305500297
10815,108,-82.530396,43.312733,2023-01-04 12:00:00,4117,POINT (-82.5303955078125 43.3127326965332),4308,1287914,18,Phragmites,153113.140051,3200.37915682,43.3117368601,-82.5312033369
10816,108,-82.52911,43.29292,2023-03-03 18:00:00,4118,POINT (-82.52911376953125 43.29291915893555),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
10817,108,-82.60477,43.671227,2023-07-05 00:00:00,4119,POINT (-82.60476684570312 43.671226501464844),3987,882381,18,Phragmites,2611251.22453,26671.6532135,43.6681263306,-82.6049517939
10818,108,-82.59195,43.575962,2023-07-03 12:00:00,4120,POINT (-82.59194946289062 43.57596206665039),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10819,108,-82.53009,43.333225,2023-01-01 00:00:00,4121,POINT (-82.53009033203125 43.33322525024414),4304,1263755,18,Phragmites,70667.6635371,1641.58686233,43.3336371863,-82.5300667956
10821,108,-82.529144,43.294655,2023-03-03 12:00:00,4123,POINT (-82.52914428710938 43.294654846191406),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
10824,108,-82.52911,43.3175,2023-01-04 06:00:00,4126,POINT (-82.52911376953125 43.317501068115234),4306,1280717,18,Phragmites,48794.3453162,1066.90361459,43.3178030829,-82.5293971078
10825,108,-82.53412,43.370125,2023-08-06 00:00:00,4127,POINT (-82.53411865234375 43.37012481689453),4294,1217676,18,Phragmites,220415.370905,3528.56517401,43.3699700945,-82.5349241881
10827,108,-82.60187,43.638256,2023-07-05 00:00:00,4129,POINT (-82.60186767578125 43.63825607299805),4122,922744,18,Phragmites,365104.47377,4514.28048213,43.6371798025,-82.6019820515
10828,108,-82.53436,43.370567,2023-08-06 00:00:00,4130,POINT (-82.53436279296875 43.370567321777344),4294,1217676,18,Phragmites,220415.370905,3528.56517401,43.3699700945,-82.5349241881
10831,108,-82.52945,43.31393,2023-12-02 18:00:00,4133,POINT (-82.52944946289062 43.31393051147461),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
10832,108,-82.59866,43.626286,2023-07-04 06:00:00,4134,POINT (-82.59866333007812 43.626285552978516),4149,936755,18,Phragmites,398755.477836,4512.51881403,43.6241101544,-82.5976054687
10833,108,-82.85959,44.044518,2023-07-13 18:00:00,4135,POINT (-82.85958862304688 44.044517517089844),1470,627618,18,Phragmites,13175321.9903,96448.3195328,44.0585287625,-82.8992577071
10835,108,-82.59183,43.575397,2023-07-04 06:00:00,4137,POINT (-82.59182739257812 43.57539749145508),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10836,108,-82.598175,43.61404,2023-07-05 00:00:00,4138,POINT (-82.59817504882812 43.61404037475586),4199,953078,18,Phragmites,417262.682407,5743.35663478,43.6128081128,-82.5993528893
10837,108,-82.53644,43.359608,2023-08-06 12:00:00,4139,POINT (-82.53643798828125 43.3596076965332),4299,1229177,18,Phragmites,6730.23489632,328.152206978,43.3596097285,-82.5363167979
10838,108,-82.65201,43.86636,2023-07-10 00:00:00,4140,POINT (-82.65200805664062 43.86635971069336),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
10901,109,-82.529724,43.31442,2023-01-04 18:00:00,4142,POINT (-82.52972412109375 43.31441879272461),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
10903,109,-82.52576,43.267345,2023-06-03 18:00:00,4144,POINT (-82.5257568359375 43.2673454284668),4315,1334294,18,Phragmites,20190.7853166,574.346148719,43.2673414219,-82.5259074576
10911,109,-82.59201,43.578075,2023-07-04 00:00:00,4152,POINT (-82.59201049804688 43.57807540893555),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10912,109,-82.68115,43.88934,2023-07-13 06:00:00,4153,POINT (-82.68115234375 43.889339447021484),2303,686055,23,Shrub Wetland,980864.990488,14933.0492913,43.8928630327,-82.684395099
10913,109,-82.599,43.61342,2023-07-04 18:00:00,4154,POINT (-82.5989990234375 43.61341857910156),4199,953078,18,Phragmites,417262.682407,5743.35663478,43.6128081128,-82.5993528893
10916,109,-82.60306,43.67816,2023-07-08 00:00:00,4157,POINT (-82.60305786132812 43.67816162109375),3987,882381,18,Phragmites,2611251.22453,26671.6532135,43.6681263306,-82.6049517939
10917,109,-82.53021,43.333794,2023-12-01 18:00:00,4158,POINT (-82.53021240234375 43.33379364013672),4304,1263755,18,Phragmites,70667.6635371,1641.58686233,43.3336371863,-82.5300667956
10918,109,-82.5296,43.314785,2023-06-03 06:00:00,4159,POINT (-82.52960205078125 43.31478500366211),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
10920,109,-82.53027,43.312656,2023-01-04 06:00:00,4161,POINT (-82.5302734375 43.31265640258789),4308,1287914,18,Phragmites,153113.140051,3200.37915682,43.3117368601,-82.5312033369
10922,109,-82.52948,43.31733,2023-06-03 00:00:00,4163,POINT (-82.52947998046875 43.31732940673828),4306,1280717,18,Phragmites,48794.3453162,1066.90361459,43.3178030829,-82.5293971078
10923,109,-82.535706,43.364483,2023-08-06 00:00:00,4164,POINT (-82.53570556640625 43.36448287963867),4296,1224080,18,Phragmites,227145.469016,3611.69285775,43.3660356392,-82.5360144639
10924,109,-82.59653,43.616463,2023-07-05 00:00:00,4165,POINT (-82.59652709960938 43.61646270751953),4181,946380,18,Phragmites,99268.2852522,2708.2869391,43.6171160829,-82.5965683811
10925,109,-82.61368,43.77922,2023-07-07 00:00:00,4166,POINT (-82.61367797851562 43.77922058105469),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
10927,109,-82.52954,43.295223,2023-11-21 00:00:00,4168,POINT (-82.529541015625 43.295223236083984),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
10929,109,-82.61325,43.74354,2023-07-07 06:00:00,4170,POINT (-82.61325073242188 43.7435417175293),3537,825287,18,Phragmites,3250596.49373,27244.590861,43.7333718641,-82.6112132143
10930,109,-82.59158,43.577766,2023-07-04 06:00:00,4171,POINT (-82.59158325195312 43.57776641845703),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
10931,109,-82.52942,43.31528,2023-06-03 06:00:00,4172,POINT (-82.5294189453125 43.31528091430664),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
10938,109,-82.53488,43.369637,2023-06-02 18:00:00,4179,POINT (-82.53488159179688 43.36963653564453),4294,1217676,18,Phragmites,220415.370905,3528.56517401,43.3699700945,-82.5349241881
10939,109,-82.529755,43.29628,2023-11-21 00:00:00,4180,POINT (-82.52975463867188 43.29627990722656),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
10940,109,-82.622986,43.793743,2023-07-12 18:00:00,4181,POINT (-82.62298583984375 43.79374313354492),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
10941,109,-82.535,43.368965,2023-08-06 18:00:00,4182,POINT (-82.53500366210938 43.36896514892578),4294,1217676,18,Phragmites,220415.370905,3528.56517401,43.3699700945,-82.5349241881
1100,11,-83.34894,45.157997,2023-01-01 00:00:00,382,POINT (-83.34893798828125 45.157997131347656),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
11000,110,-82.53003,43.33444,2023-08-07 06:00:00,4183,POINT (-82.530029296875 43.33443832397461),4304,1263755,18,Phragmites,70667.6635371,1641.58686233,43.3336371863,-82.5300667956
11001,110,-82.5296,43.315575,2023-01-04 18:00:00,4184,POINT (-82.52960205078125 43.315574645996094),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
11008,110,-82.52939,43.3234,2023-12-02 12:00:00,4191,POINT (-82.52938842773438 43.32339859008789),4305,1274393,18,Phragmites,33651.2711177,1231.14521994,43.3232337961,-82.5294741424
1101,11,-83.31497,45.124844,2023-08-06 00:00:00,383,POINT (-83.31497192382812 45.12484359741211),351,186474,15,Emergent Wetland,117727.991274,2459.74586109,45.1247650758,-83.3152944296
11011,110,-82.53641,43.35972,2023-08-07 00:00:00,4194,POINT (-82.53640747070312 43.359718322753906),4299,1229177,18,Phragmites,6730.23489632,328.152206978,43.3596097285,-82.5363167979
11017,110,-82.614716,43.778603,2023-07-06 12:00:00,4200,POINT (-82.61471557617188 43.778602600097656),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
1102,11,-83.39703,45.221264,2023-01-05 18:00:00,384,POINT (-83.39703369140625 45.22126388549805),255,160674,24,Forested Wetland,75105353.8906,213040.210637,45.2214189445,-83.4139439713
11020,110,-82.59064,43.56859,2023-07-03 12:00:00,4203,POINT (-82.59063720703125 43.56858825683594),4258,1003296,14,Aquatic Bed,237234.879279,3281.86010794,43.5683406882,-82.5911331181
11026,110,-82.52936,43.29406,2023-12-02 18:00:00,4209,POINT (-82.52935791015625 43.29405975341797),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11028,110,-82.52966,43.31528,2023-01-04 18:00:00,4211,POINT (-82.5296630859375 43.31528091430664),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
1103,11,-83.40878,45.235012,2023-01-05 06:00:00,385,POINT (-83.40878295898438 45.23501205444336),255,160674,24,Forested Wetland,75105353.8906,213040.210637,45.2214189445,-83.4139439713
11031,110,-82.519714,43.217052,2023-06-04 00:00:00,4214,POINT (-82.51971435546875 43.2170524597168),4331,1376113,18,Phragmites,13460.5558538,492.381467456,43.2171099652,-82.5198062625
11033,110,-82.52902,43.294697,2023-06-03 00:00:00,4216,POINT (-82.52902221679688 43.29469680786133),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11034,110,-82.53604,43.362373,2023-08-06 18:00:00,4217,POINT (-82.53604125976562 43.36237335205078),4297,1226027,14,Aquatic Bed,10095.3546658,410.274227904,43.3622600696,-82.5359208951
11035,110,-82.52942,43.295135,2023-01-04 18:00:00,4218,POINT (-82.5294189453125 43.295135498046875),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
1104,11,-83.40912,45.235058,2023-01-05 06:00:00,386,POINT (-83.40911865234375 45.23505783081055),255,160674,24,Forested Wetland,75105353.8906,213040.210637,45.2214189445,-83.4139439713
1105,11,-83.31317,45.111477,2023-08-05 12:00:00,387,POINT (-83.31317138671875 45.11147689819336),439,202057,24,Forested Wetland,123728718.511,444227.55523,45.113052278,-83.334406642
1106,11,-83.352936,45.159996,2023-01-01 00:00:00,388,POINT (-83.35293579101562 45.159996032714844),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1107,11,-83.35095,45.159996,2023-01-01 00:00:00,389,POINT (-83.3509521484375 45.159996032714844),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1108,11,-83.34894,45.159996,2023-01-01 00:00:00,390,POINT (-83.34893798828125 45.159996032714844),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1109,11,-83.35095,45.157997,2023-01-01 00:00:00,391,POINT (-83.3509521484375 45.157997131347656),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1110,11,-83.40936,45.235962,2023-01-05 06:00:00,392,POINT (-83.40936279296875 45.2359619140625),255,160674,24,Forested Wetland,75105353.8906,213040.210637,45.2214189445,-83.4139439713
11102,111,-82.525696,43.25366,2023-03-03 18:00:00,4223,POINT (-82.52569580078125 43.253658294677734),4319,1350320,18,Phragmites,33651.3074311,820.382093279,43.2536354332,-82.5256575295
11105,111,-82.52988,43.33344,2023-06-02 12:00:00,4226,POINT (-82.52987670898438 43.333438873291016),4304,1263755,18,Phragmites,70667.6635371,1641.58686233,43.3336371863,-82.5300667956
1111,11,-83.36655,45.18311,2023-01-08 00:00:00,393,POINT (-83.36654663085938 45.183109283447266),273,165731,18,Phragmites,472576.759826,6974.64258185,45.1864682641,-83.3694394671
11115,111,-82.52936,43.294235,2023-06-03 00:00:00,4236,POINT (-82.52935791015625 43.29423522949219),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11116,111,-82.52899,43.294136,2023-12-02 12:00:00,4237,POINT (-82.52899169921875 43.29413604736328),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
1112,11,-83.37045,45.187756,2023-04-01 12:00:00,394,POINT (-83.37045288085938 45.1877555847168),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
11120,111,-82.52902,43.294838,2023-06-03 00:00:00,4241,POINT (-82.52902221679688 43.294837951660156),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
